"","2","3","4"
"Ef",1.31124811450082,0.00074537002429059,7.76698469942261e-11
"Eb",10.3142447496409,1.19104090246802e-08,2.95567067768153e-17
"Elr",10.1579045748251,0.0439265097369442,7.79406014414827e-10
"Wf",9.5191043036796,3.12090644546766e-06,4.2941837908197e-15
"Wb",10.9675357206557,2.3007472931021e-06,6.54506555766999e-18
"Wlr",9.30570874549093,1.01798387184589e-05,3.59294840479865e-136
"Pf",10.4296123005085,3.30215812157941e-15,0.343928045482568
"Pb",0,0,0
"Plr",9.75845261035561,1.07975690473066e-24,1.58237358073231
