"","2","3","4"
"Ee",7.43633666727281,0.154857188596148,1.82561647466685e-31
"We",11.1322829034219,1.51294916965817,2.29058816043553e-29
"Pe",6.5130706778094,2.62551434494069e-06,10.0363187926091
"Eh",10.9409270090814,1.41984314116631e-05,1.19904496812845e-19
"Wh",10.3295325229851,2.65334055164048e-19,1.01463161028092e-74
"Ph",9.0622678310667,3.09793753471597e-59,1.67719022904203e-06
