"","2","3","4"
"E",11.1259728436013,0.00196442318876563,1.49736620579992e-08
"W",10.9531149754407,8.14168346149458e-06,2.63181263524927e-30
"P",10.9523091650383,2.47712591339224e-15,1.14511401846158
